WBS,Lot ID,Factory,BU,Dpmt,Total_Lots,3300_EUV,3400_EUV,Year,JPN_YTD,Month
BU,AX405335,FRD,ES,PE1,11,0,0.78,2/1/2024,FY61,2/1/2024
BU,AX405359,FRD,ES,PE1,13,0,0.6,2/1/2024,FY61,2/1/2024
BU,AX429045,FRD,ES,PDE2,10.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX422519,FKL,FPS,PT,4,0,0,5/1/2024,FY62,5/1/2024
BU,AX202402,FKL,CT,PT,0,0,1.78,5/1/2024,FY62,5/1/2024
BU,AX308421,FRD,ES,PE2,4.6,0,0,5/1/2024,FY62,5/1/2024
BU,AX446366,FRD,ES,PE2,8.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX426618,ISP,ISP,FEB,5,0,0,5/1/2024,FY62,5/1/2024
BU,AX408323,FRD,ES,PE1,9.36,0,1.09,2/1/2024,FY61,2/1/2024
BU,AX441143,FRD,ES,PE1,10.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX416104,ISP,ISP,FEB,2,0,0,5/1/2024,FY62,5/1/2024
BU,AX203156,FRD,ES,APD,13,0,2.92,2/1/2022,FY59,2/1/2022
BU,AX203156,FRD,ES,APD,12,0,2.08,3/1/2022,FY59,3/1/2022
BU,AX203156,FRD,ES,APD,12,0,0,4/1/2022,FY60,4/1/2022
BU,AX429044,FRD,ES,PDE2,10.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX203156,FRD,ES,APD,10,0,0,6/1/2022,FY60,6/1/2022
BU,AX203156,FRD,ES,APD,9,0,0,7/1/2022,FY60,7/1/2022
BU,AX203156,FRD,ES,APD,17,0,0,8/1/2022,FY60,8/1/2022
BU,AX203156,FRD,ES,APD,10,0,0.47,9/1/2022,FY60,9/1/2022
BU,AX203156,FRD,ES,APD,1,0,1.76,10/1/2022,FY60,10/1/2022
BU,AX203156,FRD,ES,APD,2,0,0,11/1/2022,FY60,11/1/2022
BU,AX203156,FRD,ES,APD,15,0,0,12/1/2022,FY60,12/1/2022
BU,AX438947,FRD,ES,PDE2,6.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX203156,FRD,ES,APD,7,0,0,10/1/2023,FY61,10/1/2023
BU,AX203156,FRD,ES,APD,2,0,0,11/1/2023,FY61,11/1/2023
BU,AX439499,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX438949,FRD,ES,PDE2,2.36,0,0,6/1/2024,FY62,6/1/2024
FRD,AX439095,FRD,FID,FID,7.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX438948,FRD,ES,PDE2,2.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX438610,FKL,CT,PT,3.36,0,0.55,6/1/2024,FY62,6/1/2024
BU,AX438902,FRD,ES,PDE2,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX438901,FRD,ES,PDE2,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX438900,FRD,ES,PDE2,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX330441,FRD,ES,PE4,15.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX439496,FKL,CT,PT,4.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX330442,FRD,ES,PE4,15.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX332629,FRD,ES,PE4,7.36,0,0,7/1/2023,FY61,7/1/2023
FRD,AX437080,FRD,FID,FID,2.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX436197,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX332630,FRD,ES,PE4,6.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX434990,FRD,ES,PDE2,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX434989,FRD,ES,PDE2,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX434988,FRD,ES,PDE2,10.36,0,0,6/1/2024,FY62,6/1/2024
FRD,AX439093,FRD,FID,FID,7.36,0,0,6/1/2024,FY62,6/1/2024
FRD,AX439858,FRD,FID,FID,1,0,0,6/1/2024,FY62,6/1/2024
BU,AX434046,FTS,ES,PT,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX434107,FKL,CT,PT,9.36,0,1.02,6/1/2024,FY62,6/1/2024
BU,AX434106,FKL,CT,PT,9.36,0,1.09,6/1/2024,FY62,6/1/2024
BU,AX434139,FRD,ES,PE4,4.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX330441,FRD,ES,PE4,1,0,1.1,8/1/2023,FY61,8/1/2023
BU,AX330442,FRD,ES,PE4,1,0,1.27,8/1/2023,FY61,8/1/2023
BU,AX439001,FRD,ES,PE2,6.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX332630,FRD,ES,PE4,9,0,1.36,10/1/2023,FY61,10/1/2023
BU,AX438903,FRD,ES,PDE2,6.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX230825,FRD,ES,PE2,10.6,0,0,6/1/2024,FY62,6/1/2024
BU,AX332629,FRD,ES,PE4,9,0,1.09,10/1/2023,FY61,10/1/2023
FRD,AX415409,ISP,ISP,FEB,1,0,0,6/1/2024,FY62,6/1/2024
BU,AX405164,FKL,CT,PT,7.36,0,0.74,1/1/2024,FY61,1/1/2024
BU,AX202402,FKL,CT,PT,0,0,0.19,6/1/2024,FY62,6/1/2024
BU,AX401987,FKL,CT,PT,5.36,0,1.2,1/1/2024,FY61,1/1/2024
BU,AX357825,FKL,CT,PT,1,0,0.19,6/1/2024,FY62,6/1/2024
BU,AX355452,FKL,CT,PT,2,0,0.99,6/1/2024,FY62,6/1/2024
FRD,AX411583,ISP,ISP,FEB,3,0,0,6/1/2024,FY62,6/1/2024
FRD,AX415149,FRD,FID,FID,4.9,0,0,6/1/2024,FY62,6/1/2024
FRD,AX356406,ISP,ISP,FEB,10,0,0,6/1/2024,FY62,6/1/2024
BU,AX405165,FKL,CT,PT,7.44,0,0.44,1/1/2024,FY61,1/1/2024
FRD,AX416104,ISP,ISP,FEB,4,0,0,6/1/2024,FY62,6/1/2024
BU,AX429046,FRD,ES,PDE2,1,0,0,6/1/2024,FY62,6/1/2024
BU,AX401986,FKL,CT,PT,5.36,0,0.95,1/1/2024,FY61,1/1/2024
BU,AX413643,FKL,CT,PT,1,0,0.28,6/1/2024,FY62,6/1/2024
BU,AX401984,FKL,CT,PT,4.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX446372,FRD,ES,PE2,11.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX401983,FKL,CT,PT,4.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX429095,FRD,ES,PDE2,3,0,0,6/1/2024,FY62,6/1/2024
BU,AX401160,FKL,CT,PT,5.36,0,1.18,1/1/2024,FY61,1/1/2024
BU,AX401159,FKL,CT,PT,4.36,0,1.21,1/1/2024,FY61,1/1/2024
BU,AX405163,FKL,CT,PT,7.36,0,0.65,1/1/2024,FY61,1/1/2024
BU,AX401985,FKL,CT,PT,4.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX438947,FRD,ES,PDE2,4,0,0,7/1/2024,FY62,7/1/2024
BU,AX439499,FKL,CT,PT,0,0,0.71,7/1/2024,FY62,7/1/2024
BU,AX405163,FKL,CT,PT,2,0,1.9,2/1/2024,FY61,2/1/2024
BU,AX405164,FKL,CT,PT,2,0,2.18,2/1/2024,FY61,2/1/2024
FRD,AX444928,FRD,FID,FID,3.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX439095,FRD,FID,FID,6,0,2.49,7/1/2024,FY62,7/1/2024
FRD,AX444929,FRD,FID,FID,3.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX405165,FKL,CT,PT,0,0,1.33,2/1/2024,FY61,2/1/2024
BU,AX407806,FKL,CT,PT,7.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX407805,FKL,CT,PT,5.36,0,0.8,2/1/2024,FY61,2/1/2024
BU,AX405999,FKL,CT,PT,4.36,0,3.19,2/1/2024,FY61,2/1/2024
BU,AX405997,FKL,CT,PT,5.36,0,1.06,2/1/2024,FY61,2/1/2024
BU,AX405998,FKL,CT,PT,5.36,0,1.14,2/1/2024,FY61,2/1/2024
BU,AX447244,FRD,ES,PE2,8.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX406676,FKL,CT,PT,7.37,0,0,2/1/2024,FY61,2/1/2024
BU,AX444649,FRD,ES,PE2,6.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX442371,FRD,ES,PE2,6.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX442372,FRD,ES,PE2,12.36,0,0.72,7/1/2024,FY62,7/1/2024
BU,AX444650,FRD,ES,PE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX441817,FRD,ES,PE2,7.36,0,1.05,7/1/2024,FY62,7/1/2024
BU,AX441537,FRD,ES,PE2,8.36,0,0.35,7/1/2024,FY62,7/1/2024
BU,AX444651,FRD,ES,PE2,12.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438903,FRD,ES,PDE2,4,0,0,7/1/2024,FY62,7/1/2024
BU,AX405999,FKL,CT,PT,5,0,0,3/1/2024,FY61,3/1/2024
BU,AX444648,FRD,ES,PE2,6.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX444652,FRD,ES,PE2,9.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX406676,FKL,CT,PT,2,0,0,3/1/2024,FY61,3/1/2024
BU,AX444653,FRD,ES,PE2,7.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX407806,FKL,CT,PT,0,0,0.31,4/1/2024,FY62,4/1/2024
BU,AX406676,FKL,CT,PT,2,0,0.82,4/1/2024,FY62,4/1/2024
BU,AX444654,FKL,CT,PT,4.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX444655,FKL,CT,PT,3.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX432612,FKL,CT,PT,6.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX432615,FKL,CT,PT,6.36,0,0,5/1/2024,FY62,5/1/2024
FRD,AX439858,FRD,FID,FID,5,0,0,7/1/2024,FY62,7/1/2024
BU,AX431173,FKL,CT,PT,8.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX411585,FRD,ES,PE1,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX438965,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX356406,ISP,ISP,FEB,1,0,0,7/1/2024,FY62,7/1/2024
BU,AX342048,FKL,CT,PT,1,0,0,7/1/2024,FY62,7/1/2024
FRD,AX446670,FRD,FID,FID,13.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX357825,FKL,CT,PT,0,0,1.21,7/1/2024,FY62,7/1/2024
BU,AX211951,FRD,ES,PE2,3,0,0,7/1/2024,FY62,7/1/2024
BU,AX405999,FKL,CT,PT,2,0,0.26,5/1/2024,FY62,5/1/2024
BU,AX214504,FRD,ES,PE2,6,0,0,7/1/2024,FY62,7/1/2024
BU,AX230825,FRD,ES,PE2,19.4,0,0,7/1/2024,FY62,7/1/2024
BU,AX431174,FKL,CT,PT,8.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX432613,FKL,CT,PT,6.36,0,0,5/1/2024,FY62,5/1/2024
FRD,AX415149,FRD,FID,FID,7,0,0,7/1/2024,FY62,7/1/2024
BU,AX432614,FKL,CT,PT,6.36,0,0,5/1/2024,FY62,5/1/2024
FRD,AX415409,ISP,ISP,FEB,3,0,0,7/1/2024,FY62,7/1/2024
BU,AX434108,FKL,CT,PT,7.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX434110,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX439497,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
FRD,AX411583,ISP,ISP,FEB,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX413643,FKL,CT,PT,0,0,0.19,7/1/2024,FY62,7/1/2024
BU,AX439498,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX434109,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
FRD,AX416104,ISP,ISP,FEB,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX434133,FKL,CT,PT,8.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX351279,FRD,ES,PE1,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX445711,FKL,CT,PT,3.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438964,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438963,FRD,ES,PDE2,11.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438962,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438961,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438960,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438958,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438952,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX438949,FRD,ES,PDE2,8,0,0,7/1/2024,FY62,7/1/2024
BU,AX438948,FRD,ES,PDE2,8,0,0,7/1/2024,FY62,7/1/2024
BU,AX438610,FKL,CT,PT,0,0,0.38,7/1/2024,FY62,7/1/2024
BU,AX439496,FKL,CT,PT,3,0,0,7/1/2024,FY62,7/1/2024
BU,AX441507,FRD,ES,PE2,7.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX439093,FRD,FID,FID,2,0,0.36,7/1/2024,FY62,7/1/2024
BU,AX445710,FKL,CT,PT,3.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX439498,FKL,CT,PT,1,0,0,7/1/2024,FY62,7/1/2024
BU,AX441154,FRD,ES,RCFD,6.36,0,1.39,7/1/2024,FY62,7/1/2024
BU,AX432614,FKL,CT,PT,3,0,0,7/1/2024,FY62,7/1/2024
BU,AX432613,FKL,CT,PT,3,0,0,7/1/2024,FY62,7/1/2024
BU,AX439003,FRD,ES,PE1,7.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX439003,FRD,ES,PE1,4,0,0.81,7/1/2024,FY62,7/1/2024
BU,AX439001,FRD,ES,PE2,2,0,1.15,7/1/2024,FY62,7/1/2024
BU,AX438966,FRD,ES,PDE2,10.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX446669,FRD,FID,FID,6.36,0,0,7/1/2024,FY62,7/1/2024
